"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Schauber S.K.; Olsen A.O.; Werner E.L.; Magelssen M.","Schauber, Stefan K. (36099507900); Olsen, Anne O. (7202795648); Werner, Erik L. (7201367974); Magelssen, Morten (8328458400)","36099507900; 7202795648; 7201367974; 8328458400","Inconsistencies in rater-based assessments mainly affect borderline candidates: but using simple heuristics might improve pass-fail decisions","2024","Advances in Health Sciences Education","29","5","","1749","1767","18","0","10.1007/s10459-024-10328-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191058395&doi=10.1007%2fs10459-024-10328-0&partnerID=40&md5=61dc4df0354ee954b6a95c1b5c8abac0","Centre for Health Sciences Education, Faculty of Medicine, University of Oslo, Oslo, Norway; Centre for Educational Measurement (CEMO), Faculty of Educational Sciences, University of Oslo, Oslo, Norway; Department of Community Medicine and Global Health, Institute of Health and Society, University of Oslo, Oslo, Norway; Department of General Practice, Institute of Health and Society, University of Oslo, Oslo, Norway; Centre for Medical Ethics, Institute of Health and Society, University of Oslo, Oslo, Norway","Schauber S.K., Centre for Health Sciences Education, Faculty of Medicine, University of Oslo, Oslo, Norway, Centre for Educational Measurement (CEMO), Faculty of Educational Sciences, University of Oslo, Oslo, Norway; Olsen A.O., Department of Community Medicine and Global Health, Institute of Health and Society, University of Oslo, Oslo, Norway; Werner E.L., Department of General Practice, Institute of Health and Society, University of Oslo, Oslo, Norway; Magelssen M., Centre for Medical Ethics, Institute of Health and Society, University of Oslo, Oslo, Norway","Introduction: Research in various areas indicates that expert judgment can be highly inconsistent. However, expert judgment is indispensable in many contexts. In medical education, experts often function as examiners in rater-based assessments. Here, disagreement between examiners can have far-reaching consequences. The literature suggests that inconsistencies in ratings depend on the level of performance a to-be-evaluated candidate shows. This possibility has not been addressed deliberately and with appropriate statistical methods. By adopting the theoretical lens of ecological rationality, we evaluate if easily implementable strategies can enhance decision making in real-world assessment contexts. Methods: We address two objectives. First, we investigate the dependence of rater-consistency on performance levels. We recorded videos of mock-exams and had examiners (N=10) evaluate four students’ performances and compare inconsistencies in performance ratings between examiner-pairs using a bootstrapping procedure. Our second objective is to provide an approach that aids decision making by implementing simple heuristics. Results: We found that discrepancies were largely a function of the level of performance the candidates showed. Lower performances were rated more inconsistently than excellent performances. Furthermore, our analyses indicated that the use of simple heuristics might improve decisions in examiner pairs. Discussion: Inconsistencies in performance judgments continue to be a matter of concern, and we provide empirical evidence for them to be related to candidate performance. We discuss implications for research and the advantages of adopting the perspective of ecological rationality. We point to directions both for further research and for development of assessment practices. © The Author(s) 2024.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85191058395"
"Cahn P.S.","Cahn, Peter S. (12143599100)","12143599100","Accounting for agency in structural competency","2024","Advances in Health Sciences Education","29","3","","1059","1066","7","1","10.1007/s10459-023-10299-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175373532&doi=10.1007%2fs10459-023-10299-8&partnerID=40&md5=3548aa70611d459f79870b720b4180ec","Department of Health Professions Education, MGH Institute of Health Professions, 36 First Avenue, Boston, 02129, MA, United States","Cahn P.S., Department of Health Professions Education, MGH Institute of Health Professions, 36 First Avenue, Boston, 02129, MA, United States","To emphasize to learners how factors outside individual control impact health, scholars introduced the concept of structural competency. Structural competency refers to the development of analytical skills that reveal the larger societal context beyond the patient-clinician interaction that shapes health outcomes. The growing adoption of structural competency curricula, however, has revealed that prelicensure and early career health professionals can feel overwhelmed by the mismatch between the wide scale of entrenched problems and the limited scope of their therapeutic skills. In this Reflections paper, I draw on theories from Giddens, Bourdieu, and Foucault to restore a role for individual agency in promoting health. Conceiving of structure and agency as mutually constituting suggests that structures are human-made and can be vulnerable to challenge. Structures, however, disperse power to such an extent that people internalize their rules and discipline themselves to follow them without explicit enforcement. It is precisely in those local sites of power that health professions learners and educators can intervene to interrupt the reproduction of structures harmful to health. As I demonstrate with an example from a reproductive health emergency, being structurally competent may also include contesting agreed upon norms at the level of the learning and clinical environments rather than only macro-level societal forces. Rewriting norms within health professions education and clinical practice is not necessarily a simpler task, but it provides learners and educators with more accessible targets for action. © The Author(s), under exclusive licence to Springer Nature B.V. 2023.","Article","Final","","Scopus","2-s2.0-85175373532"
"Cleland J.A.; Kuper A.; O’Sullivan P.","Cleland, J.A. (7202163975); Kuper, A. (24587079500); O’Sullivan, P. (35602261800)","7202163975; 24587079500; 35602261800","Go back to the original sources please!","2024","Advances in Health Sciences Education","29","5","","1545","1548","3","0","10.1007/s10459-024-10388-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207867403&doi=10.1007%2fs10459-024-10388-2&partnerID=40&md5=ae50386e4a9339bf3dd678a49a2b2979","Lee Kong Chian School of Medicine, Nanyang Technological University Singapore, National Healthcare Group, Singapore, Singapore; Wilson Centre for Research in Education, Division of General Internal Medicine, Sunnybrook Health Sciences Center, Department of Medicine, University Health Network, University of Toronto, University of Toronto, Toronto, Canada; University of California San Francisco School of Medicine, San Francisco, CA, United States","Cleland J.A., Lee Kong Chian School of Medicine, Nanyang Technological University Singapore, National Healthcare Group, Singapore, Singapore; Kuper A., Wilson Centre for Research in Education, Division of General Internal Medicine, Sunnybrook Health Sciences Center, Department of Medicine, University Health Network, University of Toronto, University of Toronto, Toronto, Canada; O’Sullivan P., University of California San Francisco School of Medicine, San Francisco, CA, United States","This column is intended to address the kinds of knotty problems and dilemmas with which many scholars grapple in studying health professions education. In this article, we address the dilemma of engaging with foundational works versus depending on summary articles. We argue that an over-dependence on secondary sources can lead to prejudices and unquestioned assumptions, and limit the constructive development of our field. We urge health professions education scholars to honour the original literature not just for their own learning and understanding, but so that the field can move forward in developing theory and methodology. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85207867403"
"Marais D.L.","Marais, Debra L (6701805661)","6701805661","It’s very difficult to set the boundaries, it’s human nature to want to respond: exploring health professions educators’ responses to student mental health difficulties through a positioning theory lens","2024","Advances in Health Sciences Education","29","1","","67","88","21","4","10.1007/s10459-023-10254-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161466360&doi=10.1007%2fs10459-023-10254-7&partnerID=40&md5=720131c6009ee1bdfb40c81703ef5000","Research and Internationalisation Development and Support, Faculty of Medicine and Health Sciences, Stellenbosch University, Cape Town, South Africa","Marais D.L., Research and Internationalisation Development and Support, Faculty of Medicine and Health Sciences, Stellenbosch University, Cape Town, South Africa","By virtue of their teaching role and contact with students, health professions (HP) educators are often the first point of connection for students who are experiencing mental health difficulties. Educators are increasingly expected to include some form of pastoral care in their role. Mental health-related interactions with students may have a negative emotional impact on educators, particularly when roles and expectations are not clearly defined and where boundaries are not managed effectively. Using positioning theory as a lens, this study explored how educators experienced such interactions and how this manifested in positions, storylines, and speech acts. Interviews were conducted with 27 HP educators at a faculty of medicine and health sciences. Reflexive thematic analysis using inductive coding identified themes corresponding to the nearing, weighted, ambivalent, and distancing positions participants adopted in relation to students with mental health difficulties. There was fluidity in and between positions, and more than one position could be occupied simultaneously; participants each moved through different positions in response to different relational situations. Multiple storylines informed these positions, representing how moral- and care-informed responsibility intersected with responsiveness to make certain actions possible or impossible. Normative and personal value narratives were evident in storylines, in many cases underscored by care or justice ethics. The value of positioning theory in facilitating reflective faculty development initiatives for educators engaged in these interactions is discussed. © The Author(s) 2023.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85161466360"
"Christensen M.K.; Pedersen I.M.; Wichmann-Hansen G.","Christensen, Mette Krogh (35067747700); Pedersen, I.M. (57385189000); Wichmann-Hansen, G. (6507912952)","35067747700; 57385189000; 6507912952","“Teaching capital”– a sociological analysis of medical educator portfolios for promotion","2024","Advances in Health Sciences Education","29","5","","1769","1786","17","1","10.1007/s10459-024-10333-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191791461&doi=10.1007%2fs10459-024-10333-3&partnerID=40&md5=36b42e7c54ffffc68de3d0840677f5f2","Centre for Educational Development, Aarhus University, Trøjborgvej 82, Aarhus C, 8000, Denmark; Department for Education Studies, Faculty of Arts, Aarhus University, Aarhus, Denmark","Christensen M.K., Centre for Educational Development, Aarhus University, Trøjborgvej 82, Aarhus C, 8000, Denmark; Pedersen I.M., Centre for Educational Development, Aarhus University, Trøjborgvej 82, Aarhus C, 8000, Denmark; Wichmann-Hansen G., Department for Education Studies, Faculty of Arts, Aarhus University, Aarhus, Denmark","Medical educator portfolios (MEP) are increasingly recognized as a tool for developing and documenting teaching performance in Health Professions Education. However, there is a need to better understand the complex interplay between institutional guidelines and how teachers decode those guidelines and assign value to teaching merits. To gain a deeper understanding of this dynamic, this study employed a sociological analysis to understand how medical educators aspiring to professorships use MEPs to display their teaching merits and how cultural capital is reflected in these artefacts. We collected 36 medical educator portfolios for promotion from a large research-intensive university and conducted a deductive content analysis using institutional guidelines that distinguished between mandatory (accounting for the total body of teaching conducted) and optional content (arguing for pedagogical choices and evidencing the quality, respectively). Our analysis showed that the portfolios primarily included quantifiable data about teaching activities, e.g., numbers of students, topics and classes taught. Notably, they often lacked evidence of quality and scholarship of teaching. Looking at these findings through a Bourdieusian lens revealed that teachers in this social field exchange objectified evidence of hours spent on teaching into teaching capital recognized by their institution. Our findings highlight how institutional guidelines for MEPs construct a pedagogical battlefield, where educators try to decode and exchange the “right” and recognized teaching capital. This indicates that MEPs reflect the norms and practices of the academic field more than individual teaching quality. © The Author(s) 2024.","Article","Final","","Scopus","2-s2.0-85191791461"
"Fossey E.; Bonnamy J.; Dart J.; Petrakis M.; Buus N.; Soh S.-E.; Diug B.; Ayton D.; Brand G.","Fossey, Ellie (6603877400); Bonnamy, James (57191836598); Dart, Janeane (56677483900); Petrakis, Melissa (39262316200); Buus, Niels (6701483527); Soh, Sze-Ee (36188967000); Diug, Basia (22952758200); Ayton, Dashini (20435248600); Brand, Gabrielle (35774081500)","6603877400; 57191836598; 56677483900; 39262316200; 6701483527; 36188967000; 22952758200; 20435248600; 35774081500","What does consumer and community involvement in health-related education look like? A mixed methods study","2024","Advances in Health Sciences Education","29","4","","1199","1218","19","5","10.1007/s10459-023-10301-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178473136&doi=10.1007%2fs10459-023-10301-3&partnerID=40&md5=351327d0bedf9d1c86fb114f95376ead","Department of Occupational Therapy, School of Primary and Allied Health Care, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia; School of Nursing and Midwifery, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia; Department of Nutrition, Dietetics and Food, School of Clinical Sciences at Monash Health, Faculty of Medicine, Nursing and Health Sciences, Monash University, Clayton, Melbourne, VIC, Australia; Department of Social Work, School of Primary and Allied Health Care, Faculty of Medicine, Nursing and Health Sciences, Monash University, Caulfield, Melbourne, VIC, Australia; Department of Public Health, Aarhus University, Aarhus, Denmark; Department of Physiotherapy, School of Primary and Allied Health Care, Faculty of Medicine, Nursing and Health Sciences, Monash University, Frankston, Melbourne, VIC, Australia; Health and Social Care Unit, School of Public Health and Preventive Medicine, Faculty of Medicine Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia","Fossey E., Department of Occupational Therapy, School of Primary and Allied Health Care, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia; Bonnamy J., School of Nursing and Midwifery, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia; Dart J., Department of Nutrition, Dietetics and Food, School of Clinical Sciences at Monash Health, Faculty of Medicine, Nursing and Health Sciences, Monash University, Clayton, Melbourne, VIC, Australia; Petrakis M., Department of Social Work, School of Primary and Allied Health Care, Faculty of Medicine, Nursing and Health Sciences, Monash University, Caulfield, Melbourne, VIC, Australia; Buus N., School of Nursing and Midwifery, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia, Department of Public Health, Aarhus University, Aarhus, Denmark; Soh S.-E., Department of Physiotherapy, School of Primary and Allied Health Care, Faculty of Medicine, Nursing and Health Sciences, Monash University, Frankston, Melbourne, VIC, Australia; Diug B., Health and Social Care Unit, School of Public Health and Preventive Medicine, Faculty of Medicine Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia; Ayton D., Health and Social Care Unit, School of Public Health and Preventive Medicine, Faculty of Medicine Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia; Brand G., School of Nursing and Midwifery, Faculty of Medicine, Nursing and Health Sciences, Monash University, Melbourne, VIC, Australia","Consumer and community involvement (also referred to as patient and public involvement) in health-related curricula involves actively partnering with people with lived experience of health and social care systems. While health professions education has a long history of interaction with patients or consumers, a shift in the way consumer and community engage in health-related education has created novel opportunities for mutual relationships valuing lived experience expertise and shifting traditional education power relations. Drawing on a mixed methods design, we explored consumer and community involvement practices in the design and delivery of health-related education using the capability, opportunity, motivation and behaviour framework (COM-B). In our results, we describe educator capabilities, opportunities and motivations, including identifying barriers and enablers to consumer and community involvement in health-related education. Educators have varying philosophical reasons and approaches for involving consumers and community. There is a focus on augmenting student learning through inclusion of lived and living experience, and on mutual transformative learning through embedding lived experience and co-creating learning. How these philosophical positionings and motivations shape the degree by which educators involve consumers and community members in health-related curricula is important for further understanding these educational partnerships within universities. © The Author(s), under exclusive licence to Springer Nature B.V. 2023.","Article","Final","","Scopus","2-s2.0-85178473136"
"Gray J.; Cartmill C.; Whitehead C.","Gray, Julia (25221403200); Cartmill, Carrie (23392280000); Whitehead, Cynthia (35880692500)","25221403200; 23392280000; 35880692500","Playing well with others: lessons from theatre for the health professions about collaboration, creativity and community","2024","Advances in Health Sciences Education","29","5","","1611","1630","19","0","10.1007/s10459-024-10314-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186227840&doi=10.1007%2fs10459-024-10314-6&partnerID=40&md5=2acfb07dc1c482a49b98d7d140c11fa7","Centre for Critical Qualitative Health Research, University of Toronto, Toronto, Canada; The Wilson Centre, Temerty Faculty of Medicine, University of Toronto, and University Health Network, 200 Elizabeth Street, 1ES-559, Toronto, M5G 2C4, ON, Canada; Department of Family and Community Medicine, University of Toronto, Toronto, Canada; Women’s College Hospital, Toronto, Canada","Gray J., Centre for Critical Qualitative Health Research, University of Toronto, Toronto, Canada; Cartmill C., The Wilson Centre, Temerty Faculty of Medicine, University of Toronto, and University Health Network, 200 Elizabeth Street, 1ES-559, Toronto, M5G 2C4, ON, Canada; Whitehead C., The Wilson Centre, Temerty Faculty of Medicine, University of Toronto, and University Health Network, 200 Elizabeth Street, 1ES-559, Toronto, M5G 2C4, ON, Canada, Department of Family and Community Medicine, University of Toronto, Toronto, Canada, Women’s College Hospital, Toronto, Canada","Despite collaboration among different professions being recognized as fundamentally important to contemporary and future healthcare practice, the concept is woefully undertheorized. This has implications for how health professions educators might best introduce students to interprofessional collaboration and support their transition into interprofessional, collaborative workplaces. To address this, we engage in a conceptual analysis of published collaborative, interprofessional practices and conceptual understandings in theatre, as a highly collaborative art form and industry, to advance thinking in the health professions, specifically to inform interprofessional education. Our analysis advances a conceptualization of collaboration that takes place within a work culture of creativity and community, that includes four modes of collaboration, or the ways theatre practitioners collaborate, by: (1) paying attention to and traversing roles and hierarchies; (2) engaging in reciprocal listening and challenging of others; (3) developing trust and communication, and; (4) navigating uncertainty, risk and failure. We conclude by inviting those working in the health professions to consider what might be gleaned from our conceptualization, where the embodied and human-centred aspects of working together are attended to alongside structural and organizational aspects. © The Author(s) 2024.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85186227840"
"Jensen R.A.A.; Musaeus P.; Pedersen K.","Jensen, Rikke Amalie Agergaard (57209744618); Musaeus, Peter (6504151229); Pedersen, Kamilla (57188807268)","57209744618; 6504151229; 57188807268","Virtual patients in undergraduate psychiatry education: a systematic review and synthesis","2024","Advances in Health Sciences Education","29","1","","329","347","18","5","10.1007/s10459-023-10247-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161394266&doi=10.1007%2fs10459-023-10247-6&partnerID=40&md5=01b8aca3d24d4c464b8b656da1d01dc5","Research Unit of Mental Health, Children and Adult, Aabenraa, Department of Regional Health Research, University of Southern Denmark, Odense, Denmark; Centre for Involvement of Relatives, Mental Health Services Region of Southern Denmark, Vejle, Denmark; Centre for Educational Development (CED), Aarhus University, Aarhus, Denmark","Jensen R.A.A., Research Unit of Mental Health, Children and Adult, Aabenraa, Department of Regional Health Research, University of Southern Denmark, Odense, Denmark, Centre for Involvement of Relatives, Mental Health Services Region of Southern Denmark, Vejle, Denmark; Musaeus P., Centre for Educational Development (CED), Aarhus University, Aarhus, Denmark; Pedersen K., Centre for Educational Development (CED), Aarhus University, Aarhus, Denmark","Virtual patients are increasingly used in undergraduate psychiatry education. This article reports on a systematic review aimed at providing an overview of different approaches in this context, describing their effectiveness, and thematically comparing learning outcomes across different undergraduate programs. The authors searched PubMed, PsycInfo, CINAHL, and Scopus databases for articles published between 2000 and January 2021. Quantitative and qualitative studies that reported on outcomes related to learners’ knowledge, skills, and attitudes following an intervention with virtual patients in undergraduate psychiatry education were reviewed. Outcomes were thematically compared, and a narrative synthesis of the different outcomes and effectiveness was provided. Of 7856 records identified, 240 articles were retrieved for full-text review and 46 articles met all inclusion criteria. There were four broad types of virtual patient interventions: case-based presentation (n = 17), interactive virtual patient scenarios (n = 14), standardized virtual patients (n = 10), and virtual patient videogames (n = 5). The thematic analysis revealed that virtual patients in psychiatry education have been used for learners to construe knowledge about symptomatology and psychopathology, develop interpersonal and clinical communicative skills, and to increase self-efficacy and decrease stigmatizing attitudes towards psychiatric patients. In comparison with no intervention, traditional teaching, and text-based interventions, virtual patients were associated with higher learning outcomes. However, the results did not indicate any superiority of virtual patients over non-technological simulation. Virtual patients in psychiatry education offer opportunities for students from different health disciplines to build knowledge, practice skills, and improve their attitudes towards individuals with mental illness. The article discusses methodological shortcomings in the reviewed literature. Future interventions should consider the mediating effects of the quality of the learning environment, psychological safety, and level of authenticity of the simulation. © The Author(s), under exclusive licence to Springer Nature B.V. 2023.","Review","Final","","Scopus","2-s2.0-85161394266"
"Cleland J.; O’Sullivan P.; Kuper A.","Cleland, Jennifer (7202163975); O’Sullivan, Patricia (35602261800); Kuper, Ayelet (24587079500)","7202163975; 35602261800; 24587079500","I’d like to use a questionnaire (sub-text: this will be an easy way to get data. Right?)","2024","Advances in Health Sciences Education","29","1","","5","7","2","0","10.1007/s10459-024-10321-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186604631&doi=10.1007%2fs10459-024-10321-7&partnerID=40&md5=c293e93d797e2f01829cb912fa8378cc","Lee Kong Chian School of Medicine, Nanyang Technological University, Singapore, Singapore; University of California San Francisco School of Medicine, San Francisco, CA, United States; Wilson Centre for Research in Education, University Health Network/University of Toronto, Toronto, Canada; Division of General Internal Medicine, Sunnybrook Health Sciences Centre, Toronto, Canada; Department of Medicine, University of Toronto, Toronto, Canada","Cleland J., Lee Kong Chian School of Medicine, Nanyang Technological University, Singapore, Singapore; O’Sullivan P., University of California San Francisco School of Medicine, San Francisco, CA, United States; Kuper A., Wilson Centre for Research in Education, University Health Network/University of Toronto, Toronto, Canada, Division of General Internal Medicine, Sunnybrook Health Sciences Centre, Toronto, Canada, Department of Medicine, University of Toronto, Toronto, Canada","This column is intended to address the kinds of knotty problems and dilemmas with which many scholars grapple in studying health professions education. In this article, the authors address the question of using questionnaires in education research, considering the why, when, and how, as well as its potential pitfalls. The goal is to guide supervisors and students who are considering whether to develop and use a questionnaire for research purposes. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85186604631"
"Södervik I.; Hanski L.; Boshuizen H.P.A.; Katajavuori N.","Södervik, Ilona (55143942900); Hanski, Leena (55859994800); Boshuizen, Henny P. A. (7005542766); Katajavuori, Nina (6507842864)","55143942900; 55859994800; 7005542766; 6507842864","Clinical reasoning in pharmacy: What do eye movements and verbal protocols tell us about the processing of a case task?","2024","Advances in Health Sciences Education","29","1","","45","65","20","1","10.1007/s10459-023-10242-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160849324&doi=10.1007%2fs10459-023-10242-x&partnerID=40&md5=1396fd5d5de6ce29313dcce74a9905ab","Centre for University Teaching and Learning (HYPE), Faculty of Educational Sciences, University of Helsinki, Siltavuorenpenger 5B, Helsinki, 00170, Finland; Faculty of Pharmacy, University of Helsinki, Biocenter 2, Helsinki, 00014, Finland; Faculty of Educational Sciences, Open University of the Netherlands, Valkenburgerweg 177, Heerlen, 6419 AT, Netherlands; Centre for University Teaching and Learning (HYPE), Faculty of Educational Sciences, University of Helsinki, Viikinkaari 9, Helsinki, 00140, Finland","Södervik I., Centre for University Teaching and Learning (HYPE), Faculty of Educational Sciences, University of Helsinki, Siltavuorenpenger 5B, Helsinki, 00170, Finland; Hanski L., Faculty of Pharmacy, University of Helsinki, Biocenter 2, Helsinki, 00014, Finland; Boshuizen H.P.A., Faculty of Educational Sciences, Open University of the Netherlands, Valkenburgerweg 177, Heerlen, 6419 AT, Netherlands; Katajavuori N., Centre for University Teaching and Learning (HYPE), Faculty of Educational Sciences, University of Helsinki, Viikinkaari 9, Helsinki, 00140, Finland","This study investigates pharmacy students’ reasoning while solving a case task concerning an acute patient counselling situation in a pharmacy. Participants’ (N = 34) reasoning processes were investigated with written tasks utilizing eye-tracking in combination with verbal protocols. The case was presented in three pages, each page being followed by written questions. Eye movements were recorded during case processing. Success in the task required differentiating the relevant information from the task redundant information, and initial activation of several scripts and verification of the most likely one, when additional information became available. 2nd (n = 16) and 3rd (n = 18)-year students’ and better and worse succeeding students’ processes were compared. The results showed that only a few 2nd-year students solved the case correctly, whereas almost all of the 3rd-year students were successful. Generally, the average total processing times of the case material did not differ between the groups. However, better-succeeding and 3rd-year students processed the very first task-relevant sentences longer, indicating that they were able to focus on relevant information. Differences in the written answers to the 2nd and 3rd question were significant, whereas differences regarding the first question were not. Thus, eye-tracking seems to be able to capture illness script activation during case processing, but other methods are needed to depict the script verification process. Based on the results, pedagogical suggestions for advancing pharmacy education are discussed. © The Author(s) 2023.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85160849324"
"Bassier P.B.T.","Bassier, Preti Beatrice Tabitha (57239438800)","57239438800","Correction to: Seeking Utopia: a response to “Oncology residents’ experiences of decision-making in a clinical learning environment: a phenomenological study” (Advances in Health Sciences Education, (2024), 29, 2, (659-662), 10.1007/s10459-023-10271-6)","2024","Advances in Health Sciences Education","29","2","","715","","","0","10.1007/s10459-023-10272-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168569039&doi=10.1007%2fs10459-023-10272-5&partnerID=40&md5=ec5b57930fe299f081ccdc33b79044b9","Schulich School of Medicine & Dentistry, Western University, London, ON, Canada","Bassier P.B.T., Schulich School of Medicine & Dentistry, Western University, London, ON, Canada","The original online version of this article was revised: Beatrice Tabitha Bassier Preti was updated to Beatrice Preti. © The Author(s), under exclusive licence to Springer Nature B.V. 2023.","Erratum","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85168569039"
"Valestrand E.A.; Kvernenes M.; Kinsella E.A.; Hunskaar S.; Schei E.","Valestrand, Eivind Alexander (56330707500); Kvernenes, Monika (57218564718); Kinsella, Elizabeth Anne (10439084400); Hunskaar, Steinar (7005100297); Schei, Edvin (7003731839)","56330707500; 57218564718; 10439084400; 7005100297; 7003731839","Transforming self-experienced vulnerability into professional strength: a dialogical narrative analysis of medical students’ reflective writing","2024","Advances in Health Sciences Education","29","5","","1593","1610","17","1","10.1007/s10459-024-10317-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187283917&doi=10.1007%2fs10459-024-10317-3&partnerID=40&md5=8b15a874f2dd66ff0d807bd01e00cc55","Center for Medical Education, Faculty of Medicine, University of Bergen, Bergen, Norway; Department of Global Public Health and Primary Care, Faculty of Medicine, University of Bergen, Bergen, Norway; Institute of Health Sciences Education, Faculty of Medicine and Health Sciences, McGill University, Montreal, Canada","Valestrand E.A., Center for Medical Education, Faculty of Medicine, University of Bergen, Bergen, Norway, Department of Global Public Health and Primary Care, Faculty of Medicine, University of Bergen, Bergen, Norway; Kvernenes M., Center for Medical Education, Faculty of Medicine, University of Bergen, Bergen, Norway; Kinsella E.A., Institute of Health Sciences Education, Faculty of Medicine and Health Sciences, McGill University, Montreal, Canada; Hunskaar S., Department of Global Public Health and Primary Care, Faculty of Medicine, University of Bergen, Bergen, Norway; Schei E., Department of Global Public Health and Primary Care, Faculty of Medicine, University of Bergen, Bergen, Norway","Medical students’ efforts to learn person-centered thinking and behavior can fall short due to the dissonance between person-centered clinical ideals and the prevailing epistemological stereotypes of medicine, where physicians’ life events, relations, and emotions seem irrelevant to their professional competence. This paper explores how reflecting on personal life experiences and considering the relevance for one’s future professional practice can inform first-year medical students’ initial explorations of professional identities. In this narrative inquiry, we undertook a dialogical narrative analysis of 68 essays in which first-year medical students reflected on how personal experiences from before medical school may influence them as future doctors. Students wrote the texts at the end of a 6-month course involving 20 patient encounters, introduction to person-centered theory, peer group discussions, and reflective writing. The analysis targeted medical students’ processes of interweaving and delineating personal and professional identities. The analysis yielded four categories. (1) How medical students told their stories of illness, suffering, and relational struggles in an interplay with context that provided them with new perspectives on their own experiences. Students formed identities with a person-centered orientation to medical work by: (2) recognizing and identifying with patients’ vulnerability, (3) experiencing the healing function of sharing stories, and (4) transforming personal experiences into professional strength. Innovative approaches to medical education that encourage and support medical students to revisit, reflect on, and reinterpret their emotionally charged life experiences have the potential to shape professional identities in ways that support person-centered orientations to medical work. © The Author(s) 2024.","Article","Final","","Scopus","2-s2.0-85187283917"
